timestamp,meter_id,consumption_kwh,temperature_c,is_weekend
2024-05-19 17:00:00,METER_002,6.56,32.4,True
2024-05-19 18:00:00,METER_002,9.37,35.7,True
2024-05-19 19:00:00,METER_002,8.23,27.8,True
2024-05-19 20:00:00,METER_002,6.07,33.2,True
2024-05-19 21:00:00,METER_002,7.76,32.3,True
2024-05-19 22:00:00,METER_002,6.43,30.8,True
2024-05-19 23:00:00,METER_002,11.56,32.7,True
2024-05-20 00:00:00,METER_002,10.16,36.9,False
2024-05-20 01:00:00,METER_002,11.65,32.7,False
2024-05-20 02:00:00,METER_002,11.7,32.5,False
2024-05-20 03:00:00,METER_002,15.56,35.1,False
2024-05-20 04:00:00,METER_002,13.91,30.7,False
2024-05-20 05:00:00,METER_002,13.46,35.1,False
2024-05-20 06:00:00,METER_002,13.6,31.6,False
2024-05-20 07:00:00,METER_002,14.5,28.7,False
2024-05-20 08:00:00,METER_002,14.17,30.7,False
2024-05-20 09:00:00,METER_002,11.66,36.8,False
2024-05-20 10:00:00,METER_002,13.0,30.3,False
2024-05-20 11:00:00,METER_002,12.51,32.2,False
2024-05-20 12:00:00,METER_002,11.8,31.8,False
2024-05-20 13:00:00,METER_002,11.33,31.3,False
2024-05-20 14:00:00,METER_002,9.24,33.5,False
2024-05-20 15:00:00,METER_002,9.42,35.5,False
2024-05-20 16:00:00,METER_002,7.32,33.2,False
2024-05-20 17:00:00,METER_002,9.06,32.7,False
2024-05-20 18:00:00,METER_002,8.81,32.7,False
2024-05-20 19:00:00,METER_002,8.51,32.6,False
2024-05-20 20:00:00,METER_002,7.17,30.5,False
2024-05-20 21:00:00,METER_002,9.48,33.9,False
2024-05-20 22:00:00,METER_002,6.6,32.4,False
2024-05-20 23:00:00,METER_002,10.33,33.0,False
2024-05-21 00:00:00,METER_002,11.29,33.3,False
2024-05-21 01:00:00,METER_002,12.51,30.3,False
2024-05-21 02:00:00,METER_002,10.95,34.7,False
2024-05-21 03:00:00,METER_002,14.86,31.2,False
2024-05-21 04:00:00,METER_002,13.83,34.8,False
2024-05-21 05:00:00,METER_002,14.8,31.4,False
2024-05-21 06:00:00,METER_002,11.66,31.2,False
2024-05-21 07:00:00,METER_002,14.72,30.5,False
2024-05-21 08:00:00,METER_002,13.24,28.7,False
2024-05-21 09:00:00,METER_002,15.07,34.8,False
2024-05-21 10:00:00,METER_002,13.27,34.2,False
2024-05-21 11:00:00,METER_002,14.16,30.5,False
2024-05-21 12:00:00,METER_002,13.35,27.9,False
2024-05-21 13:00:00,METER_002,8.24,32.0,False
2024-05-21 14:00:00,METER_002,6.4,34.1,False
2024-05-21 15:00:00,METER_002,8.43,30.2,False
2024-05-21 16:00:00,METER_002,7.95,33.0,False
2024-05-21 17:00:00,METER_002,8.11,33.4,False
2024-05-21 18:00:00,METER_002,7.4,33.1,False
2024-05-21 19:00:00,METER_002,6.69,29.6,False
2024-05-21 20:00:00,METER_002,8.86,32.5,False
2024-05-21 21:00:00,METER_002,9.36,31.0,False
2024-05-21 22:00:00,METER_002,8.73,30.4,False
2024-05-21 23:00:00,METER_002,10.39,31.8,False
2024-05-22 00:00:00,METER_002,10.18,33.7,False
2024-05-22 01:00:00,METER_002,11.19,33.5,False
2024-05-22 02:00:00,METER_002,13.22,32.2,False
2024-05-22 03:00:00,METER_002,13.87,32.7,False
2024-05-22 04:00:00,METER_002,15.53,31.1,False
2024-05-22 05:00:00,METER_002,15.34,33.1,False
2024-05-22 06:00:00,METER_002,15.26,32.4,False
2024-05-22 07:00:00,METER_002,13.17,31.5,False
2024-05-22 08:00:00,METER_002,11.74,30.6,False
2024-05-22 09:00:00,METER_002,11.57,29.2,False
2024-05-22 10:00:00,METER_002,13.39,31.2,False
2024-05-22 11:00:00,METER_002,12.87,29.0,False
2024-05-22 12:00:00,METER_002,9.58,31.0,False
2024-05-22 13:00:00,METER_002,8.91,32.4,False
2024-05-22 14:00:00,METER_002,10.62,31.1,False
2024-05-22 15:00:00,METER_002,8.69,33.6,False
2024-05-22 16:00:00,METER_002,7.45,33.6,False
2024-05-22 17:00:00,METER_002,7.56,27.4,False
2024-05-22 18:00:00,METER_002,6.23,30.3,False
2024-05-22 19:00:00,METER_002,5.32,28.5,False
2024-05-22 20:00:00,METER_002,6.09,32.6,False
2024-05-22 21:00:00,METER_002,8.52,31.4,False
2024-05-22 22:00:00,METER_002,7.87,34.2,False
2024-05-22 23:00:00,METER_002,11.87,29.2,False
2024-05-23 00:00:00,METER_002,11.61,30.7,False
2024-05-23 01:00:00,METER_002,9.04,33.0,False
2024-05-23 02:00:00,METER_002,11.72,35.3,False
2024-05-23 03:00:00,METER_002,13.68,36.9,False
2024-05-23 04:00:00,METER_002,13.06,27.8,False
2024-05-23 05:00:00,METER_002,11.49,36.1,False
2024-05-23 06:00:00,METER_002,11.59,30.3,False
2024-05-23 07:00:00,METER_002,11.68,30.9,False
2024-05-23 08:00:00,METER_002,12.69,35.0,False
2024-05-23 09:00:00,METER_002,14.39,28.2,False
2024-05-23 10:00:00,METER_002,12.8,32.3,False
2024-05-23 11:00:00,METER_002,11.63,27.5,False
2024-05-23 12:00:00,METER_002,9.53,30.5,False
2024-05-23 13:00:00,METER_002,8.76,26.4,False
2024-05-23 14:00:00,METER_002,8.46,30.1,False
2024-05-23 15:00:00,METER_002,7.11,32.5,False
2024-05-23 16:00:00,METER_002,8.55,32.8,False
2024-05-23 17:00:00,METER_002,6.68,29.4,False
2024-05-23 18:00:00,METER_002,8.13,30.2,False
2024-05-23 19:00:00,METER_002,9.26,31.5,False
2024-05-23 20:00:00,METER_002,7.91,32.8,False
2024-05-23 21:00:00,METER_002,7.75,28.9,False
2024-05-23 22:00:00,METER_002,10.73,29.2,False
2024-05-23 23:00:00,METER_002,8.71,31.6,False
2024-05-24 00:00:00,METER_002,9.97,32.6,False
2024-05-24 01:00:00,METER_002,12.26,28.2,False
2024-05-24 02:00:00,METER_002,12.45,31.3,False
2024-05-24 03:00:00,METER_002,15.59,31.9,False
2024-05-24 04:00:00,METER_002,11.21,32.6,False
2024-05-24 05:00:00,METER_002,12.07,30.0,False
2024-05-24 06:00:00,METER_002,15.25,31.3,False
2024-05-24 07:00:00,METER_002,16.45,32.2,False
2024-05-24 08:00:00,METER_002,12.04,33.4,False
2024-05-24 09:00:00,METER_002,13.07,29.9,False
2024-05-24 10:00:00,METER_002,12.19,29.6,False
2024-05-24 11:00:00,METER_002,10.84,30.4,False
2024-05-24 12:00:00,METER_002,8.49,28.9,False
2024-05-24 13:00:00,METER_002,11.26,31.4,False
2024-05-24 14:00:00,METER_002,9.19,30.6,False
2024-05-24 15:00:00,METER_002,9.7,31.8,False
2024-05-24 16:00:00,METER_002,9.18,31.5,False
2024-05-24 17:00:00,METER_002,3.43,32.1,False
2024-05-24 18:00:00,METER_002,6.85,30.7,False
2024-05-24 19:00:00,METER_002,6.87,34.0,False
2024-05-24 20:00:00,METER_002,8.21,32.4,False
2024-05-24 21:00:00,METER_002,9.08,30.2,False
2024-05-24 22:00:00,METER_002,10.65,30.3,False
2024-05-24 23:00:00,METER_002,9.1,30.0,False
2024-05-25 00:00:00,METER_002,11.46,28.5,True
2024-05-25 01:00:00,METER_002,12.49,32.0,True
2024-05-25 02:00:00,METER_002,11.2,31.8,True
2024-05-25 03:00:00,METER_002,13.96,30.6,True
2024-05-25 04:00:00,METER_002,12.98,32.4,True
2024-05-25 05:00:00,METER_002,12.46,29.2,True
2024-05-25 06:00:00,METER_002,13.3,32.8,True
2024-05-25 07:00:00,METER_002,14.49,30.5,True
2024-05-25 08:00:00,METER_002,14.84,31.4,True
2024-05-25 09:00:00,METER_002,11.93,29.6,True
2024-05-25 10:00:00,METER_002,12.25,33.5,True
2024-05-25 11:00:00,METER_002,15.28,31.3,True
2024-05-25 12:00:00,METER_002,11.94,31.9,True
2024-05-25 13:00:00,METER_002,10.67,32.6,True
2024-05-25 14:00:00,METER_002,7.54,29.1,True
2024-05-25 15:00:00,METER_002,7.81,29.0,True
2024-05-25 16:00:00,METER_002,6.61,27.3,True
2024-05-25 17:00:00,METER_002,6.24,27.5,True
2024-05-25 18:00:00,METER_002,7.3,29.8,True
2024-05-25 19:00:00,METER_002,8.19,33.7,True
2024-05-25 20:00:00,METER_002,8.32,32.9,True
2024-05-25 21:00:00,METER_002,6.91,30.8,True
2024-05-25 22:00:00,METER_002,7.87,30.6,True
2024-05-25 23:00:00,METER_002,9.43,30.8,True
2024-05-26 00:00:00,METER_002,10.8,33.2,True
2024-05-26 01:00:00,METER_002,10.84,31.9,True
2024-05-26 02:00:00,METER_002,11.05,27.0,True
2024-05-26 03:00:00,METER_002,10.66,32.5,True
2024-05-26 04:00:00,METER_002,13.06,30.3,True
2024-05-26 05:00:00,METER_002,14.05,32.0,True
2024-05-26 06:00:00,METER_002,12.53,30.3,True
2024-05-26 07:00:00,METER_002,13.53,30.6,True
2024-05-26 08:00:00,METER_002,12.93,26.8,True
2024-05-26 09:00:00,METER_002,12.3,30.1,True
2024-05-26 10:00:00,METER_002,12.18,29.1,True
2024-05-26 11:00:00,METER_002,10.24,28.2,True
2024-05-26 12:00:00,METER_002,10.6,33.3,True
2024-05-26 13:00:00,METER_002,11.52,31.4,True
2024-05-26 14:00:00,METER_002,9.67,30.2,True
2024-05-26 15:00:00,METER_002,7.36,28.8,True
2024-05-26 16:00:00,METER_002,6.66,32.5,True
2024-05-26 17:00:00,METER_002,8.24,32.7,True
2024-05-26 18:00:00,METER_002,7.5,29.6,True
2024-05-26 19:00:00,METER_002,6.09,31.3,True
2024-05-26 20:00:00,METER_002,7.37,29.5,True
2024-05-26 21:00:00,METER_002,6.11,30.8,True
2024-05-26 22:00:00,METER_002,11.16,29.5,True
2024-05-26 23:00:00,METER_002,8.66,29.3,True
2024-05-27 00:00:00,METER_002,10.77,28.3,False
2024-05-27 01:00:00,METER_002,12.7,33.3,False
2024-05-27 02:00:00,METER_002,11.75,30.9,False
2024-05-27 03:00:00,METER_002,12.06,29.5,False
2024-05-27 04:00:00,METER_002,16.1,29.3,False
2024-05-27 05:00:00,METER_002,14.21,30.2,False
2024-05-27 06:00:00,METER_002,12.61,34.7,False
2024-05-27 07:00:00,METER_002,12.34,28.6,False
2024-05-27 08:00:00,METER_002,15.56,30.5,False
2024-05-27 09:00:00,METER_002,13.54,34.5,False
2024-05-27 10:00:00,METER_002,11.54,30.8,False
2024-05-27 11:00:00,METER_002,9.18,31.7,False
2024-05-27 12:00:00,METER_002,10.07,29.7,False
2024-05-27 13:00:00,METER_002,9.86,31.7,False
2024-05-27 14:00:00,METER_002,8.03,27.8,False
2024-05-27 15:00:00,METER_002,9.49,31.0,False
2024-05-27 16:00:00,METER_002,5.95,33.8,False
2024-05-27 17:00:00,METER_002,7.35,31.0,False
2024-05-27 18:00:00,METER_002,6.39,28.5,False
2024-05-27 19:00:00,METER_002,4.48,31.4,False
2024-05-27 20:00:00,METER_002,6.9,31.8,False
2024-05-27 21:00:00,METER_002,8.01,31.6,False
2024-05-27 22:00:00,METER_002,11.49,28.4,False
2024-05-27 23:00:00,METER_002,8.59,31.1,False
2024-05-28 00:00:00,METER_002,9.57,31.5,False
2024-05-28 01:00:00,METER_002,8.88,29.3,False
2024-05-28 02:00:00,METER_002,11.62,32.5,False
2024-05-28 03:00:00,METER_002,15.12,31.0,False
2024-05-28 04:00:00,METER_002,12.55,31.1,False
2024-05-28 05:00:00,METER_002,13.47,32.1,False
2024-05-28 06:00:00,METER_002,15.24,28.0,False
2024-05-28 07:00:00,METER_002,13.17,32.3,False
2024-05-28 08:00:00,METER_002,13.18,33.5,False
2024-05-28 09:00:00,METER_002,11.64,31.2,False
2024-05-28 10:00:00,METER_002,11.98,31.2,False
2024-05-28 11:00:00,METER_002,10.75,29.1,False
2024-05-28 12:00:00,METER_002,13.15,31.3,False
2024-05-28 13:00:00,METER_002,10.01,28.3,False
2024-05-28 14:00:00,METER_002,9.69,34.1,False
2024-05-28 15:00:00,METER_002,9.72,29.9,False
2024-05-28 16:00:00,METER_002,7.95,29.7,False
2024-05-28 17:00:00,METER_002,7.52,31.3,False
2024-05-28 18:00:00,METER_002,6.34,29.8,False
2024-05-28 19:00:00,METER_002,7.81,30.3,False
2024-05-28 20:00:00,METER_002,5.98,29.2,False
2024-05-28 21:00:00,METER_002,7.05,31.2,False
2024-05-28 22:00:00,METER_002,9.03,34.3,False
2024-05-28 23:00:00,METER_002,10.4,32.2,False
2024-05-29 00:00:00,METER_002,10.04,29.2,False
2024-05-29 01:00:00,METER_002,11.46,28.1,False
2024-05-29 02:00:00,METER_002,11.14,28.0,False
2024-05-29 03:00:00,METER_002,13.3,33.4,False
2024-05-29 04:00:00,METER_002,15.21,28.4,False
2024-05-29 05:00:00,METER_002,15.29,29.9,False
2024-05-29 06:00:00,METER_002,13.59,29.8,False
2024-05-29 07:00:00,METER_002,12.49,32.6,False
2024-05-29 08:00:00,METER_002,16.25,27.8,False
2024-05-29 09:00:00,METER_002,10.95,31.6,False
2024-05-29 10:00:00,METER_002,12.59,34.1,False
2024-05-29 11:00:00,METER_002,13.67,29.7,False
2024-05-29 12:00:00,METER_002,10.12,33.9,False
2024-05-29 13:00:00,METER_002,11.35,31.6,False
2024-05-29 14:00:00,METER_002,8.91,31.9,False
2024-05-29 15:00:00,METER_002,9.7,32.4,False
2024-05-29 16:00:00,METER_002,8.05,31.9,False
2024-05-29 17:00:00,METER_002,7.23,26.8,False
2024-05-29 18:00:00,METER_002,6.53,29.4,False
2024-05-29 19:00:00,METER_002,7.46,28.8,False
2024-05-29 20:00:00,METER_002,5.76,28.7,False
2024-05-29 21:00:00,METER_002,6.31,30.1,False
2024-05-29 22:00:00,METER_002,8.43,31.5,False
2024-05-29 23:00:00,METER_002,12.45,28.0,False
2024-05-30 00:00:00,METER_002,9.48,27.2,False
2024-05-30 01:00:00,METER_002,11.92,27.3,False
2024-05-30 02:00:00,METER_002,12.87,31.9,False
2024-05-30 03:00:00,METER_002,12.16,30.2,False
2024-05-30 04:00:00,METER_002,12.48,31.1,False
2024-05-30 05:00:00,METER_002,15.63,28.8,False
2024-05-30 06:00:00,METER_002,14.88,30.8,False
2024-05-30 07:00:00,METER_002,13.51,30.4,False
2024-05-30 08:00:00,METER_002,16.4,27.6,False
2024-05-30 09:00:00,METER_002,11.39,32.7,False
2024-05-30 10:00:00,METER_002,11.74,33.8,False
2024-05-30 11:00:00,METER_002,10.68,33.5,False
2024-05-30 12:00:00,METER_002,10.3,29.3,False
2024-05-30 13:00:00,METER_002,8.83,28.8,False
2024-05-30 14:00:00,METER_002,7.6,29.0,False
2024-05-30 15:00:00,METER_002,8.29,29.5,False
2024-05-30 16:00:00,METER_002,6.9,30.7,False
2024-05-30 17:00:00,METER_002,8.93,27.1,False
2024-05-30 18:00:00,METER_002,9.05,31.9,False
2024-05-30 19:00:00,METER_002,7.48,27.9,False
2024-05-30 20:00:00,METER_002,7.5,28.7,False
2024-05-30 21:00:00,METER_002,6.08,29.1,False
2024-05-30 22:00:00,METER_002,10.39,29.7,False
2024-05-30 23:00:00,METER_002,9.29,34.6,False
2024-05-31 00:00:00,METER_002,10.77,30.9,False
2024-05-31 01:00:00,METER_002,11.22,28.1,False
2024-05-31 02:00:00,METER_002,10.97,28.3,False
2024-05-31 03:00:00,METER_002,13.06,33.1,False
2024-05-31 04:00:00,METER_002,14.5,27.4,False
2024-05-31 05:00:00,METER_002,14.75,30.9,False
2024-05-31 06:00:00,METER_002,14.98,30.7,False
2024-05-31 07:00:00,METER_002,13.96,27.7,False
2024-05-31 08:00:00,METER_002,15.93,28.6,False
2024-05-31 09:00:00,METER_002,13.08,30.0,False
2024-05-31 10:00:00,METER_002,11.48,32.3,False
2024-05-31 11:00:00,METER_002,11.19,29.9,False
2024-05-31 12:00:00,METER_002,10.49,33.2,False
2024-05-31 13:00:00,METER_002,12.72,29.0,False
2024-05-31 14:00:00,METER_002,7.45,32.1,False
2024-05-31 15:00:00,METER_002,10.2,31.6,False
2024-05-31 16:00:00,METER_002,6.85,31.8,False
2024-05-31 17:00:00,METER_002,5.49,29.4,False
2024-05-31 18:00:00,METER_002,8.94,27.9,False
2024-05-31 19:00:00,METER_002,6.94,32.7,False
2024-05-31 20:00:00,METER_002,8.35,30.1,False
2024-05-31 21:00:00,METER_002,5.77,32.4,False
2024-05-31 22:00:00,METER_002,7.67,31.0,False
2024-05-31 23:00:00,METER_002,9.62,29.2,False
2024-06-01 00:00:00,METER_002,9.28,29.9,True
2024-06-01 01:00:00,METER_002,11.29,28.8,True
2024-06-01 02:00:00,METER_002,13.73,31.4,True
2024-06-01 03:00:00,METER_002,11.85,31.9,True
2024-06-01 04:00:00,METER_002,14.67,28.7,True
2024-06-01 05:00:00,METER_002,13.14,27.6,True
2024-06-01 06:00:00,METER_002,12.45,26.5,True
2024-06-01 07:00:00,METER_002,15.11,27.2,True
2024-06-01 08:00:00,METER_002,13.07,30.4,True
2024-06-01 09:00:00,METER_002,13.21,27.4,True
2024-06-01 10:00:00,METER_002,13.09,29.9,True
2024-06-01 11:00:00,METER_002,10.49,30.4,True
2024-06-01 12:00:00,METER_002,10.59,32.3,True
2024-06-01 13:00:00,METER_002,11.49,31.6,True
2024-06-01 14:00:00,METER_002,6.86,31.6,True
2024-06-01 15:00:00,METER_002,10.4,28.8,True
2024-06-01 16:00:00,METER_002,7.02,28.2,True
2024-06-01 17:00:00,METER_002,6.57,31.5,True
2024-06-01 18:00:00,METER_002,5.36,29.5,True
2024-06-01 19:00:00,METER_002,7.17,27.3,True
2024-06-01 20:00:00,METER_002,6.49,28.6,True
2024-06-01 21:00:00,METER_002,10.72,28.1,True
2024-06-01 22:00:00,METER_002,9.65,32.9,True
2024-06-01 23:00:00,METER_002,9.85,27.9,True
2024-06-02 00:00:00,METER_002,11.5,29.2,True
2024-06-02 01:00:00,METER_002,11.24,28.2,True
2024-06-02 02:00:00,METER_002,11.1,28.4,True
2024-06-02 03:00:00,METER_002,12.59,31.8,True
2024-06-02 04:00:00,METER_002,13.92,27.2,True
2024-06-02 05:00:00,METER_002,12.61,27.4,True
2024-06-02 06:00:00,METER_002,13.69,29.7,True
2024-06-02 07:00:00,METER_002,14.19,26.9,True
2024-06-02 08:00:00,METER_002,12.86,27.1,True
2024-06-02 09:00:00,METER_002,16.47,29.1,True
2024-06-02 10:00:00,METER_002,13.51,29.3,True
2024-06-02 11:00:00,METER_002,12.5,28.8,True
2024-06-02 12:00:00,METER_002,11.64,33.5,True
2024-06-02 13:00:00,METER_002,9.06,28.4,True
2024-06-02 14:00:00,METER_002,9.67,27.3,True
2024-06-02 15:00:00,METER_002,7.96,29.3,True
2024-06-02 16:00:00,METER_002,7.79,29.8,True
2024-06-02 17:00:00,METER_002,7.09,30.6,True
2024-06-02 18:00:00,METER_002,7.33,26.9,True
2024-06-02 19:00:00,METER_002,6.83,31.2,True
2024-06-02 20:00:00,METER_002,10.25,32.4,True
2024-06-02 21:00:00,METER_002,8.91,29.0,True
2024-06-02 22:00:00,METER_002,6.49,28.3,True
2024-06-02 23:00:00,METER_002,11.15,30.5,True
2024-06-03 00:00:00,METER_002,11.15,29.7,False
2024-06-03 01:00:00,METER_002,10.92,27.3,False
2024-06-03 02:00:00,METER_002,10.09,29.7,False
2024-06-03 03:00:00,METER_002,14.85,30.8,False
2024-06-03 04:00:00,METER_002,14.85,28.7,False
2024-06-03 05:00:00,METER_002,13.79,31.7,False
2024-06-03 06:00:00,METER_002,13.35,32.1,False
2024-06-03 07:00:00,METER_002,13.51,26.9,False
2024-06-03 08:00:00,METER_002,14.86,30.8,False
2024-06-03 09:00:00,METER_002,13.8,31.2,False
2024-06-03 10:00:00,METER_002,12.2,32.0,False
2024-06-03 11:00:00,METER_002,11.6,23.3,False
2024-06-03 12:00:00,METER_002,10.62,30.4,False
2024-06-03 13:00:00,METER_002,8.84,28.8,False
2024-06-03 14:00:00,METER_002,10.49,28.1,False
2024-06-03 15:00:00,METER_002,8.04,27.0,False
2024-06-03 16:00:00,METER_002,7.45,31.7,False
2024-06-03 17:00:00,METER_002,6.66,33.0,False
2024-06-03 18:00:00,METER_002,5.54,30.5,False
2024-06-03 19:00:00,METER_002,6.53,29.4,False
2024-06-03 20:00:00,METER_002,7.11,30.7,False
2024-06-03 21:00:00,METER_002,6.61,31.2,False
2024-06-03 22:00:00,METER_002,6.26,30.6,False
2024-06-03 23:00:00,METER_002,8.99,31.0,False
2024-06-04 00:00:00,METER_002,9.7,32.0,False
2024-06-04 01:00:00,METER_002,11.54,32.1,False
2024-06-04 02:00:00,METER_002,11.03,30.3,False
2024-06-04 03:00:00,METER_002,10.37,28.6,False
2024-06-04 04:00:00,METER_002,14.2,27.4,False
2024-06-04 05:00:00,METER_002,12.88,29.1,False
2024-06-04 06:00:00,METER_002,14.77,30.8,False
2024-06-04 07:00:00,METER_002,13.52,28.8,False
2024-06-04 08:00:00,METER_002,14.87,31.4,False
2024-06-04 09:00:00,METER_002,12.79,28.6,False
2024-06-04 10:00:00,METER_002,12.86,30.6,False
2024-06-04 11:00:00,METER_002,9.16,25.4,False
2024-06-04 12:00:00,METER_002,10.69,27.8,False
2024-06-04 13:00:00,METER_002,10.03,29.4,False
2024-06-04 14:00:00,METER_002,8.7,25.7,False
2024-06-04 15:00:00,METER_002,9.5,29.5,False
2024-06-04 16:00:00,METER_002,6.32,29.6,False
2024-06-04 17:00:00,METER_002,6.47,30.1,False
2024-06-04 18:00:00,METER_002,8.41,28.7,False
2024-06-04 19:00:00,METER_002,7.11,29.8,False
2024-06-04 20:00:00,METER_002,5.94,25.3,False
2024-06-04 21:00:00,METER_002,11.42,28.7,False
2024-06-04 22:00:00,METER_002,8.1,27.4,False
2024-06-04 23:00:00,METER_002,9.2,31.1,False
2024-06-05 00:00:00,METER_002,10.13,28.8,False
2024-06-05 01:00:00,METER_002,8.16,26.6,False
2024-06-05 02:00:00,METER_002,14.92,29.0,False
2024-06-05 03:00:00,METER_002,13.17,28.0,False
2024-06-05 04:00:00,METER_002,11.55,26.8,False
2024-06-05 05:00:00,METER_002,12.86,27.1,False
2024-06-05 06:00:00,METER_002,13.61,31.2,False
2024-06-05 07:00:00,METER_002,15.11,28.8,False
2024-06-05 08:00:00,METER_002,14.7,28.0,False
2024-06-05 09:00:00,METER_002,10.9,27.6,False
2024-06-05 10:00:00,METER_002,12.0,27.2,False
2024-06-05 11:00:00,METER_002,9.96,30.0,False
2024-06-05 12:00:00,METER_002,10.16,27.9,False
2024-06-05 13:00:00,METER_002,11.32,27.9,False
2024-06-05 14:00:00,METER_002,8.19,32.3,False
2024-06-05 15:00:00,METER_002,6.43,29.5,False
2024-06-05 16:00:00,METER_002,5.26,26.6,False
2024-06-05 17:00:00,METER_002,7.21,32.0,False
2024-06-05 18:00:00,METER_002,6.41,32.3,False
2024-06-05 19:00:00,METER_002,7.38,32.5,False
2024-06-05 20:00:00,METER_002,5.4,30.7,False
2024-06-05 21:00:00,METER_002,7.31,31.8,False
2024-06-05 22:00:00,METER_002,8.69,29.2,False
2024-06-05 23:00:00,METER_002,8.6,30.3,False
2024-06-06 00:00:00,METER_002,9.52,32.1,False
2024-06-06 01:00:00,METER_002,10.52,30.0,False
2024-06-06 02:00:00,METER_002,13.45,29.0,False
2024-06-06 03:00:00,METER_002,13.62,25.0,False
2024-06-06 04:00:00,METER_002,13.7,30.2,False
2024-06-06 05:00:00,METER_002,13.43,32.2,False
2024-06-06 06:00:00,METER_002,12.22,30.9,False
2024-06-06 07:00:00,METER_002,11.78,34.7,False
2024-06-06 08:00:00,METER_002,12.26,31.0,False
2024-06-06 09:00:00,METER_002,13.35,28.8,False
2024-06-06 10:00:00,METER_002,11.11,27.2,False
2024-06-06 11:00:00,METER_002,11.53,31.0,False
2024-06-06 12:00:00,METER_002,9.28,28.6,False
2024-06-06 13:00:00,METER_002,10.25,27.4,False
2024-06-06 14:00:00,METER_002,10.65,31.5,False
2024-06-06 15:00:00,METER_002,6.91,28.2,False
2024-06-06 16:00:00,METER_002,7.98,26.5,False
2024-06-06 17:00:00,METER_002,8.26,28.3,False
2024-06-06 18:00:00,METER_002,7.23,28.9,False
2024-06-06 19:00:00,METER_002,8.03,28.7,False
2024-06-06 20:00:00,METER_002,8.15,28.9,False
2024-06-06 21:00:00,METER_002,7.33,28.9,False
2024-06-06 22:00:00,METER_002,7.75,26.0,False
2024-06-06 23:00:00,METER_002,9.25,29.0,False
2024-06-07 00:00:00,METER_002,9.24,32.6,False
2024-06-07 01:00:00,METER_002,9.76,28.9,False
2024-06-07 02:00:00,METER_002,11.0,31.5,False
2024-06-07 03:00:00,METER_002,15.33,30.7,False
2024-06-07 04:00:00,METER_002,12.85,28.9,False
2024-06-07 05:00:00,METER_002,11.35,26.6,False
2024-06-07 06:00:00,METER_002,11.69,30.6,False
2024-06-07 07:00:00,METER_002,12.27,29.5,False
2024-06-07 08:00:00,METER_002,10.7,28.8,False
2024-06-07 09:00:00,METER_002,12.56,28.3,False
2024-06-07 10:00:00,METER_002,11.61,31.2,False
2024-06-07 11:00:00,METER_002,11.26,28.5,False
2024-06-07 12:00:00,METER_002,8.09,29.3,False
2024-06-07 13:00:00,METER_002,11.09,29.7,False
2024-06-07 14:00:00,METER_002,9.07,27.0,False
2024-06-07 15:00:00,METER_002,6.56,27.0,False
2024-06-07 16:00:00,METER_002,7.18,30.5,False
2024-06-07 17:00:00,METER_002,6.34,27.3,False
2024-06-07 18:00:00,METER_002,7.85,29.4,False
2024-06-07 19:00:00,METER_002,7.18,27.0,False
2024-06-07 20:00:00,METER_002,5.24,27.6,False
2024-06-07 21:00:00,METER_002,6.79,31.0,False
2024-06-07 22:00:00,METER_002,7.28,27.3,False
2024-06-07 23:00:00,METER_002,8.89,29.6,False
2024-06-08 00:00:00,METER_002,11.82,27.1,True
2024-06-08 01:00:00,METER_002,12.2,27.4,True
2024-06-08 02:00:00,METER_002,12.51,29.1,True
2024-06-08 03:00:00,METER_002,11.47,28.2,True
2024-06-08 04:00:00,METER_002,14.44,30.1,True
2024-06-08 05:00:00,METER_002,13.36,30.7,True
2024-06-08 06:00:00,METER_002,11.18,27.0,True
2024-06-08 07:00:00,METER_002,14.16,31.7,True
2024-06-08 08:00:00,METER_002,12.99,31.9,True
2024-06-08 09:00:00,METER_002,10.87,27.4,True
2024-06-08 10:00:00,METER_002,11.52,33.4,True
2024-06-08 11:00:00,METER_002,11.41,29.7,True
2024-06-08 12:00:00,METER_002,9.06,28.5,True
2024-06-08 13:00:00,METER_002,9.37,30.1,True
2024-06-08 14:00:00,METER_002,8.63,27.9,True
2024-06-08 15:00:00,METER_002,7.5,28.7,True
2024-06-08 16:00:00,METER_002,8.07,28.4,True
2024-06-08 17:00:00,METER_002,5.13,26.9,True
2024-06-08 18:00:00,METER_002,6.91,26.6,True
2024-06-08 19:00:00,METER_002,7.92,31.6,True
2024-06-08 20:00:00,METER_002,6.22,31.0,True
2024-06-08 21:00:00,METER_002,6.97,27.9,True
2024-06-08 22:00:00,METER_002,5.76,28.5,True
2024-06-08 23:00:00,METER_002,8.23,29.3,True
2024-06-09 00:00:00,METER_002,9.54,29.8,True
2024-06-09 01:00:00,METER_002,10.75,30.5,True
2024-06-09 02:00:00,METER_002,9.65,26.5,True
2024-06-09 03:00:00,METER_002,12.1,27.3,True
2024-06-09 04:00:00,METER_002,12.9,30.7,True
2024-06-09 05:00:00,METER_002,12.83,28.6,True
2024-06-09 06:00:00,METER_002,13.62,28.9,True
2024-06-09 07:00:00,METER_002,12.47,27.9,True
2024-06-09 08:00:00,METER_002,11.83,29.1,True
2024-06-09 09:00:00,METER_002,12.36,30.8,True
2024-06-09 10:00:00,METER_002,13.37,26.7,True
